username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;imagelinks
spkowalski;2015-08-17 03:37;0;2;"#harpooneddies #summerbucketlist #badselfie pic.twitter.com/yczlxJYFTf";;;#harpooneddies #summerbucketlist #badselfie;"633037269406994432";https://twitter.com/spkowalski/status/633037269406994432;https://pbs.twimg.com/media/CMkACGNWsAAxW7E.jpg 
ryanvonminus;2015-08-15 23:42;0;1;"Took this awful selfie hanging at #BEmusic yesterday #musicbusiness #badselfie #justshowup pic.twitter.com/s05RjtXeSn";;;#BEmusic #musicbusiness #badselfie #justshowup;"632615827049709569";https://twitter.com/ryanvonminus/status/632615827049709569;https://pbs.twimg.com/media/CMeAvRkUAAACSU4.jpg 
MicheleLDotson;2015-08-15 10:06;0;1;"#GoHawks #Seahawks #DENvsSEA #FamilyTime #BadSelfie pic.twitter.com/FLha9IUDXb";CenturyLink Field;;#GoHawks #Seahawks #DENvsSEA #FamilyTime #BadSelfie;"632410564321411073";https://twitter.com/MicheleLDotson/status/632410564321411073;https://pbs.twimg.com/media/CMbGDcFVAAAVeVR.jpg 
Nicconova;2015-08-14 21:10;0;0;"Badselfie dag 35 pic.twitter.com/X0mIbKrZ5a";;;;"632215133339713536";https://twitter.com/Nicconova/status/632215133339713536;https://pbs.twimg.com/media/CMYUUGNWEAA2kUJ.jpg 
OliviaM19991654;2015-08-14 02:14;0;1;"Pony love #badselfie eww I look GROSS Spring my skewbald pony best colours EVER pic.twitter.com/qcd0khx6dn";;;#badselfie;"631929256055078920";https://twitter.com/OliviaM19991654/status/631929256055078920;https://pbs.twimg.com/media/CMUQSlAXAAQYVLf.jpg 
Nicconova;2015-08-13 20:48;0;1;"#badselfie dag 34 pic.twitter.com/nlr5AHI6Cp";;;#badselfie;"631847237375688704";https://twitter.com/Nicconova/status/631847237375688704;https://pbs.twimg.com/media/CMTFtvBWoAAZk_R.jpg 
VeniceMase;2015-08-13 05:28;2;7;"Live on @Studio11LA w/ @LaurenSivan @bobbydtv . You'll get to see the rest of my face! #BadSelfie pic.twitter.com/I53kMPxbmO";;@Studio11LA @LaurenSivan @bobbydtv;#BadSelfie;"631615863158738944";https://twitter.com/VeniceMase/status/631615863158738944;https://pbs.twimg.com/media/CMPzR0NUsAELBa8.jpg 
DigitalWheelie;2015-08-12 00:55;0;0;"I am a shadow of my current #BadSelfie pic.twitter.com/iNzIUoQML2";;;#BadSelfie;"631184566552797184";https://twitter.com/DigitalWheelie/status/631184566552797184;https://pbs.twimg.com/media/CMJrATNUcAAcGkm.jpg 
Nicconova;2015-08-11 20:58;0;3;"Badselfie dag 32 pic.twitter.com/MMQMfU7khR";;;;"631124961197993984";https://twitter.com/Nicconova/status/631124961197993984;https://pbs.twimg.com/media/CMI0zupWoAA0KPb.jpg 
niall_smile_93;2015-08-11 00:39;0;0;"What am I doing with my life? #BadSelfie pic.twitter.com/S060Mr2ssH";;;#BadSelfie;"630818253342945280";https://twitter.com/niall_smile_93/status/630818253342945280;https://pbs.twimg.com/media/CMEd2J7WEAAUH6l.jpg 
Nicconova;2015-08-09 18:26;0;2;"30e dagen #badselfie Var är ni @kimthecynic & @matsjo69 ? pic.twitter.com/q2sqzanhfv";;@kimthecynic @matsjo69;#badselfie;"630361995661983744";https://twitter.com/Nicconova/status/630361995661983744;https://pbs.twimg.com/media/CL9-5SXWEAAI9Be.jpg 
davidsfrys;2015-08-08 15:50;0;1;"New hair style... just need to dye again. #badselfie pic.twitter.com/EvwLWVbiAQ";;;#badselfie;"629960441331060736";https://twitter.com/davidsfrys/status/629960441331060736;https://pbs.twimg.com/media/CL4RrJPXAAAK9PT.jpg 
BerkowitzAaron;2015-08-07 10:24;0;0;"Love me a good #selfie #RT Goodnight #Mexicangirl #hair #Naturalhighlights #blackskinnyjeans #badselfie #mywhatbi … pic.twitter.com/zVqGWMqBu4";;;#selfie #RT #Mexicangirl #hair #Naturalhighlights #blackskinnyjeans #badselfie #mywhatbi;"629515854389100544";https://twitter.com/BerkowitzAaron/status/629515854389100544;https://pbs.twimg.com/media/CLx9VY5WgAA8_WJ.jpg 
BeyondPixelsAT;2015-08-05 12:03;0;1;"Wir sind bereit für den ersten Messetag. #badselfie #gamescom2015 pic.twitter.com/3bNJIgrqPN";;;#badselfie #gamescom2015;"628816075984097280";https://twitter.com/BeyondPixelsAT/status/628816075984097280;https://pbs.twimg.com/media/CLoA46qWUAEu9u0.jpg 
Yobadness;2015-08-04 13:09;0;0;"#BadSelfie pic.twitter.com/DhJnJMq3Wk";;;#BadSelfie;"628470275068145664";https://twitter.com/Yobadness/status/628470275068145664;https://pbs.twimg.com/media/CLjGYWbUEAA3pF4.jpg 
BeyondPixelsAT;2015-08-04 12:31;1;2;"#gamescom2015 wir kommen :-) #badselfie pic.twitter.com/C5CejWBG6E";;;#gamescom2015 #badselfie;"628460629888733184";https://twitter.com/BeyondPixelsAT/status/628460629888733184;https://pbs.twimg.com/media/CLi9nEvWgAAu0Ws.jpg 
schudaddy74;2015-08-04 06:02;0;3;"@SMYCchelsea Do you know this person? #stolemyphone #badselfie #sophomore pic.twitter.com/aHUfYlseuA";;@SMYCchelsea;#stolemyphone #badselfie #sophomore;"628362829603688448";https://twitter.com/schudaddy74/status/628362829603688448;https://pbs.twimg.com/media/CLhkp08WEAACbuE.jpg 
HeyItsMrShea;2015-08-04 02:57;0;9;"Update: #badselfie #fam #camping pic.twitter.com/H54aEgOCIn";;;#badselfie #fam #camping;"628316265648668672";https://twitter.com/HeyItsMrShea/status/628316265648668672;https://pbs.twimg.com/media/CLg53jQW8AAZcF7.jpg https://pbs.twimg.com/media/CLg53neWsAETo5a.jpg https://pbs.twimg.com/media/CLg53jnWwAAK0GJ.jpg 
Lalaninjacakes1;2015-08-03 23:17;1;2;"#badselfie pic.twitter.com/iAZbGiESHM";Lambeth, London;;#badselfie;"628260928384016385";https://twitter.com/Lalaninjacakes1/status/628260928384016385;https://pbs.twimg.com/media/CLgH-_MWoAA3-os.jpg 
TheCordist;2015-08-03 23:16;1;2;"#BadSelfie pic.twitter.com/R8vM8X2aIY";Lambeth, London;;#BadSelfie;"628260666961461248";https://twitter.com/TheCordist/status/628260666961461248;https://pbs.twimg.com/media/CLgHvBPWgAA3VmK.jpg 
JoGibsonPower;2015-08-03 19:37;0;4;"Lazy ass day today #hairup #nomakeup #craptv #badselfie pic.twitter.com/o991XIViH1";;;#hairup #nomakeup #craptv #badselfie;"628205662124773378";https://twitter.com/JoGibsonPower/status/628205662124773378;https://pbs.twimg.com/media/CLfVuKSWwAANRcY.jpg 
DragonOfMusic1;2015-08-01 08:12;0;1;"#badselfie - I look good in a tux! pic.twitter.com/kH2znTYgXT";;;#badselfie;"627308458946097152";https://twitter.com/DragonOfMusic1/status/627308458946097152;https://pbs.twimg.com/media/CLSluDzVAAAPhgA.jpg 
EmilyGarland11;2015-08-01 06:42;0;0;"#badselfie heather in background pic.twitter.com/NWwT8Yqabt";;;#badselfie;"627285703643254784";https://twitter.com/EmilyGarland11/status/627285703643254784;https://pbs.twimg.com/media/CLSRAmBWIAAA7Vs.jpg 
mollywog_1102;2015-07-31 09:29;0;0;"pizza hut with the parents. #badselfie pic.twitter.com/rflAop6rnL";;;#badselfie;"626965472685088769";https://twitter.com/mollywog_1102/status/626965472685088769;https://pbs.twimg.com/media/CLNtxLzXAAAZgmO.jpg 
InstaMaui;2015-07-29 05:48;0;0;"My brother , the stick and me hahaha #maui#badselfie #ziplining by kathykm__ http:// ift.tt/1JtlLjz pic.twitter.com/mSjcUD1Sx5";;;#maui #badselfie #ziplining;"626185090217955329";https://twitter.com/InstaMaui/status/626185090217955329;https://pbs.twimg.com/media/CLCoBZKWsAAjBKy.jpg 
joffemannen;2015-07-27 23:51;0;5;"Badselfie Norrlandsport. pic.twitter.com/hcXePMdfQy";Bollnäs, Sverige;;;"625732674636906497";https://twitter.com/joffemannen/status/625732674636906497;https://pbs.twimg.com/media/CK8Mi7LWEAAfXeu.jpg 
bastilledaan;2015-07-27 21:12;0;2;"#badselfie #stpetersbasilica #massive pic.twitter.com/j8ndFWcBMJ";;;#badselfie #stpetersbasilica #massive;"625692676323733504";https://twitter.com/bastilledaan/status/625692676323733504;https://pbs.twimg.com/media/CK7oJ_5XAAA338I.jpg 
WinningImpress;2015-07-27 02:49;1;8;"And we're off! #SOSUNZ #badselfie pic.twitter.com/L41fJ313xh";;;#SOSUNZ #badselfie;"625415043186864128";https://twitter.com/WinningImpress/status/625415043186864128;https://pbs.twimg.com/media/CK3rqwmWwAArExO.jpg 
nohouzecalls;2015-07-26 22:07;0;0;"@SAbernathee Ok...I get the jist of the pic...but...not the best pic of her! But we have all been there... #Badselfie pic.twitter.com/aAex0a7GC9";North Bay, Ontario;@SAbernathee;#Badselfie;"625344321122869249";https://twitter.com/nohouzecalls/status/625344321122869249;https://pbs.twimg.com/media/CK2rVUJUkAElfPh.jpg 
DFWCON;2015-07-26 01:44;0;3;"Two volunteers hanging out. @KirkvdHeydt @TPrimmWrites #dfwcon #badselfie pic.twitter.com/jHVdn6HnTz";;@KirkvdHeydt @TPrimmWrites;#dfwcon #badselfie;"625036325779931137";https://twitter.com/DFWCON/status/625036325779931137;https://pbs.twimg.com/media/CKyTORDVEAEBoQ6.jpg 
christiger36;2015-07-24 07:32;0;1;"Woe i look white but really tan #BadSelfie pic.twitter.com/2cZO8EfhWr";;;#BadSelfie;"624399199153446913";https://twitter.com/christiger36/status/624399199153446913;https://pbs.twimg.com/media/CKpPwn5UAAAZ5jt.jpg 
Thedangerdads;2015-07-23 20:56;0;0;"Rocked the red carpet. From 10 maybe 20 feet out. #SMOSHTheMovie #movies2015 #badselfie pic.twitter.com/aWjI5Z0ezA";;;#SMOSHTheMovie #movies2015 #badselfie;"624239212825436160";https://twitter.com/Thedangerdads/status/624239212825436160;https://pbs.twimg.com/media/CKm-Qa2UEAAYFcR.jpg 
rachelm08390247;2015-07-22 23:09;0;1;"Hate the stuff i need to take for my cold #BadSelfie #HopeIGetBetter #Omg pic.twitter.com/PuiykyMCMS";;;#BadSelfie #HopeIGetBetter #Omg;"623910350098989058";https://twitter.com/rachelm08390247/status/623910350098989058;https://pbs.twimg.com/media/CKiTJbqWcAAcr0m.jpg 
LunacyBoutique;2015-07-22 14:44;0;0;"New in cream Marl & olive stripe or cream marl & black. #stripes #lunacyboutique #stripytop #badselfie #newarrivals pic.twitter.com/kxOQYrEOuB";Port Talbot, Wales;;#stripes #lunacyboutique #stripytop #badselfie #newarrivals;"623783262251544576";https://twitter.com/LunacyBoutique/status/623783262251544576;https://pbs.twimg.com/media/CKgfjkRWwAAOeB2.jpg 
BlankFiona;2015-07-21 10:31;0;1;"When u can't even take ONE good selfie skxndsoakndndkslsk #badselfie pic.twitter.com/UNPrllrriG";;;#badselfie;"623357075792400388";https://twitter.com/BlankFiona/status/623357075792400388;https://pbs.twimg.com/media/CKab3B4UsAE5k3M.jpg 
ninohendricks;2015-07-20 21:03;0;0;"A very wet #George , but cozy @ProteaHotels . #BadSelfie pic.twitter.com/vMdKphJ4HP";;@ProteaHotels;#George #BadSelfie;"623153686487941120";https://twitter.com/ninohendricks/status/623153686487941120;https://pbs.twimg.com/media/CKXi-J8UMAAfURD.jpg 
emmadunipace;2015-07-19 19:20;0;1;"Weekend in Canterbury with ma main man @Drousy #canteburycathedral #weekendfun #badselfie pic.twitter.com/9CipZ3K82p";;@Drousy;#canteburycathedral #weekendfun #badselfie;"622765454671638534";https://twitter.com/emmadunipace/status/622765454671638534;https://pbs.twimg.com/media/CKSB38KWEAIrywf.jpg https://pbs.twimg.com/media/CKSB38PWEAAucGx.jpg https://pbs.twimg.com/media/CKSB38HWsAAQvZM.jpg 
junmalik19;2015-07-19 16:32;0;0;"#badselfie pic.twitter.com/ksVtPP9JLw";;;#badselfie;"622723299257090049";https://twitter.com/junmalik19/status/622723299257090049;https://pbs.twimg.com/media/CKRbhZRUMAAykik.jpg 
KalamityKrox;2015-07-18 23:47;0;0;"Following the trend #badselfie #lbf #lbf15 pic.twitter.com/7MqYUvwI7d";;;#badselfie #lbf #lbf15;"622470230271504384";https://twitter.com/KalamityKrox/status/622470230271504384;https://pbs.twimg.com/media/CKN1XmtWUAAU0vs.jpg 
isalu507;2015-07-18 17:16;0;2;"Badselfie , någonstans i Delsjö-området. pic.twitter.com/jG3KP7Xqjr";Partille, Sverige;;;"622371739511713793";https://twitter.com/isalu507/status/622371739511713793;https://pbs.twimg.com/media/CKMbzB7W8AA_m9D.jpg 
barcodex;2015-07-17 15:33;0;0;"I have a feeling that someone is following me. #followme #barcodex_stories #badselfie http:// ift.tt/1I8dpyJ pic.twitter.com/hmfbga7WSR";;;#followme #barcodex_stories #badselfie;"621983650003992576";https://twitter.com/barcodex/status/621983650003992576;https://pbs.twimg.com/media/CKG61YsW8AAh5qq.jpg 
indigoirate;2015-07-16 17:11;0;0;"Me and the cat in question. Even here he wants to climb the tree next to me. #walkingwithcats #badselfie pic.twitter.com/F4oyoteMgN";;;#walkingwithcats #badselfie;"621645918605934592";https://twitter.com/indigoirate/status/621645918605934592;https://pbs.twimg.com/media/CKCHp9FW8AAmb_o.jpg 
THAT1GRIERCHICK;2015-07-16 06:08;0;1;"Aha #ugly #badselfie #cute #5SOSAF pic.twitter.com/O9pVX4k2mZ";;;#ugly #badselfie #cute #5SOSAF;"621479041472724994";https://twitter.com/THAT1GRIERCHICK/status/621479041472724994;https://pbs.twimg.com/media/CJ_v3MUUkAAKr5n.jpg 
KairaForever26;2015-07-16 05:52;0;0;"Experimenting hair styles #badselfie pic.twitter.com/OzqVTRWsX3";;;#badselfie;"621474958888292352";https://twitter.com/KairaForever26/status/621474958888292352;https://pbs.twimg.com/media/CJ_sLBEUwAAgchX.jpg 
KairaForever26;2015-07-16 05:47;0;0;"#badselfie my hair on fleek tho lol see u tm @LizzyRetsellab pic.twitter.com/8KUYkFvaFP";;@LizzyRetsellab;#badselfie;"621473722877235200";https://twitter.com/KairaForever26/status/621473722877235200;https://pbs.twimg.com/media/CJ_rDbbUYAAe1BM.jpg 
dj_camshaft;2015-07-13 03:06;0;1;"@MISS_ICKLE #badselfie pic.twitter.com/jqOT05XukK";;@MISS_ICKLE;#badselfie;"620345969914347520";https://twitter.com/dj_camshaft/status/620345969914347520;https://pbs.twimg.com/media/CJvpW6fW8AAMcq8.jpg https://pbs.twimg.com/media/CJvpW4LWgAAADTx.jpg https://pbs.twimg.com/media/CJvpXICWwAAvUV1.jpg https://pbs.twimg.com/media/CJvpW4AWsAA8EPn.jpg 
TheStreetCircus;2015-07-10 08:52;0;0;"Of course we would have a cotton candy machine at work tonight.. #badselfie #cottoncandy #Spoonlife pic.twitter.com/sOoWpTPEfN";;;#badselfie #cottoncandy #Spoonlife;"619345899731439616";https://twitter.com/TheStreetCircus/status/619345899731439616;https://pbs.twimg.com/media/CJhb0HUW8AAvhI3.jpg 
Kagetsuu;2015-07-09 13:50;0;3;"Spontanes Badselfie bevor es in die Uni geht pic.twitter.com/xsROsTnEss";;;;"619058464397070336";https://twitter.com/Kagetsuu/status/619058464397070336;https://pbs.twimg.com/media/CJdWYu1WgAA9M0L.jpg 
findingbeth;2015-07-07 10:15;0;1;"They are all.... #badselfie #ratchet ..... What?! Where? pic.twitter.com/qJj6Rlxqsa";;;#badselfie #ratchet;"618279614528520192";https://twitter.com/findingbeth/status/618279614528520192;https://pbs.twimg.com/media/CJSSB5dUMAAZ_7w.jpg 
ohitsanghy;2015-07-07 01:46;0;0;"Just bc my eye lashes look awesome! Hahaha #BadSelfie #DontCare #EyeLashesOnFleek pic.twitter.com/c2Kh93gvXH";Fontana, CA;;#BadSelfie #DontCare #EyeLashesOnFleek;"618151492185227264";https://twitter.com/ohitsanghy/status/618151492185227264;https://pbs.twimg.com/media/CJQdgKgUwAA3yRS.jpg 
Cynthia_Landrau;2015-07-06 13:01;0;0;"I will miss the bae. #badselfie #Hehe #Hereyetho pic.twitter.com/fyoDWohcku";;;#badselfie #Hehe #Hereyetho;"617959044351938560";https://twitter.com/Cynthia_Landrau/status/617959044351938560;https://pbs.twimg.com/media/CJNueBHUAAAt3Sc.jpg 
tjimmy_neutron;2015-07-06 11:15;0;2;"Even when I look bad I look good. #BadSelfie pic.twitter.com/WLLMGkfDYm";;;#BadSelfie;"617932408726294530";https://twitter.com/tjimmy_neutron/status/617932408726294530;https://pbs.twimg.com/media/CJNWOV-UEAEKDkU.jpg 
_HitchAndGo_;2015-07-06 03:10;0;0;"Max just took the worst selfie band ever.. hell yeah.. #worst #badpicture #badselfie #selfie #laughitssundayafterall pic.twitter.com/AocphJcwcC";;;#worst #badpicture #badselfie #selfie #laughitssundayafterall;"617810300847398912";https://twitter.com/_HitchAndGo_/status/617810300847398912;https://pbs.twimg.com/media/CJLnMblWgAQ8o92.jpg 
Jacksuhn;2015-07-05 23:36;0;0;"#FareTheeWell dinosaur #BadSelfie pic.twitter.com/Yz1KsmC92q";;;#FareTheeWell #BadSelfie;"617756460471164928";https://twitter.com/Jacksuhn/status/617756460471164928;https://pbs.twimg.com/media/CJK2OTUWcAA5-m1.jpg 
isalu507;2015-07-02 22:19;0;2;"Badselfie Frillesås pic.twitter.com/WlR2G9ihSp";Varberg, Sverige;;;"616649952505241601";https://twitter.com/isalu507/status/616649952505241601;https://pbs.twimg.com/media/CI7H2qgUwAAJt5F.jpg 
ProPetware;2015-07-02 21:00;0;4;"Horrible yoga selfie with some of the ProPet team! #yoga #healthyoffice #badselfie pic.twitter.com/Ml9tHXiCG1";;;#yoga #healthyoffice #badselfie;"616629991913193472";https://twitter.com/ProPetware/status/616629991913193472;https://pbs.twimg.com/media/CI61s7JWcAA_Qzd.jpg 
MatsEk;2015-07-01 21:55;0;1;"#badselfie #selfie #självis #fritid http:// ift.tt/1FRr59M pic.twitter.com/QU6UowB0vT";;;#badselfie #selfie #sj #fritid;"616281424761614337";https://twitter.com/MatsEk/status/616281424761614337;https://pbs.twimg.com/media/CI14sLFWUAAE3pr.jpg 
eiffeltowerpix;2015-07-01 12:30;0;0;"#badselfie pic.twitter.com/Zh69z0k6NU";;;#badselfie;"616139290842648576";https://twitter.com/eiffeltowerpix/status/616139290842648576;https://pbs.twimg.com/media/CIz3a5AWIAAgrl7.jpg 
eriq49;2015-06-27 04:24;0;0;"@monicarooney I am physically at the HoP! #badselfie pic.twitter.com/AOSHKqxufL";Toronto, Ontario;@monicarooney;#badselfie;"614567328274087937";https://twitter.com/eriq49/status/614567328274087937;https://pbs.twimg.com/media/CIdhuIOVAAA8qzx.jpg 
isalu507;2015-06-26 22:58;0;1;"Badselfie Bovallstrand pic.twitter.com/opCozSOHrm";Tanum, Sverige;;;"614485288262467584";https://twitter.com/isalu507/status/614485288262467584;https://pbs.twimg.com/media/CIcXGl8UAAAPtZB.jpg 
xourense;2015-06-26 21:35;0;0;"#InstaSize #hideandgoseek #postureo #taniadelicia #hashtagsforlikes #likes #home #hello #selfie #badselfie #model #… pic.twitter.com/gFtZwDGSnu";;;#InstaSize #hideandgoseek #postureo #taniadelicia #hashtagsforlikes #likes #home #hello #selfie #badselfie #model #;"614464539577458688";https://twitter.com/xourense/status/614464539577458688;https://pbs.twimg.com/media/CIcEPjiW8AA-_fZ.jpg 
angelg08;2015-06-25 21:26;0;0;"Finally taking the selfie I wasn't allowed to @CHANEL #CHANEL #sunglasses #badselfie pic.twitter.com/cbjChsQ79i";;@CHANEL;#CHANEL #sunglasses #badselfie;"614099877828644864";https://twitter.com/angelg08/status/614099877828644864;https://pbs.twimg.com/media/CIW4NeUWcAARWHj.jpg 
MooshiBoy;2015-06-25 03:10;0;0;"Lol #badselfie how u bros doing. Just wanted to say hi pic.twitter.com/ZeCrJfBDRQ";;;#badselfie;"613824118752841728";https://twitter.com/MooshiBoy/status/613824118752841728;https://pbs.twimg.com/media/CIS9voEUsAE-X3J.jpg 
ericmar415;2015-06-23 07:22;4;3;"#BadHairDay #badselfie to round out my #OnBoardSF rides! Thx @SFTRU ! #SF #richmondSF pic.twitter.com/NBI4Ee5XGZ";San Francisco, CA;@SFTRU;#BadHairDay #badselfie #OnBoardSF #SF #richmondSF;"613162674994548736";https://twitter.com/ericmar415/status/613162674994548736;https://pbs.twimg.com/media/CIJkH83UcAAkuS0.jpg https://pbs.twimg.com/media/CIJkH87UAAACCvr.jpg 
amyhcmc;2015-06-22 07:11;0;0;"This is why you need a selfie stick #LeftOut #BadSelfie #StillFunny #Keeper pic.twitter.com/ruZjunAOvF";;;#LeftOut #BadSelfie #StillFunny #Keeper;"612797520088068097";https://twitter.com/amyhcmc/status/612797520088068097;https://pbs.twimg.com/media/CIEYFyvUcAATAlv.jpg 
isalu507;2015-06-21 14:50;0;0;"Ingen #badselfie idag. pic.twitter.com/nWSJeC3JNP";Orust, Sverige;;#badselfie;"612550740217843712";https://twitter.com/isalu507/status/612550740217843712;https://pbs.twimg.com/media/CIA3pNJWIAAAd3o.jpg 
taytayE1127;2015-06-21 06:40;0;1;"Chattanooga lookouts game with #Looie #badselfie #struggle #golookouts #chattanooga pic.twitter.com/qvQXlxnUqD";;;#Looie #badselfie #struggle #golookouts #chattanooga;"612427345811648512";https://twitter.com/taytayE1127/status/612427345811648512;https://pbs.twimg.com/media/CH_HahJVAAAoIJJ.jpg 
mikeonthetweet;2015-06-19 06:58;0;0;"#badselfie #iwantahx90 pic.twitter.com/kVlQktZdtr";;;#badselfie #iwantahx90;"611706965970980864";https://twitter.com/mikeonthetweet/status/611706965970980864;https://pbs.twimg.com/media/CH04OirUkAAlIkG.jpg 
WilbornIsaac;2015-06-19 02:00;0;0;"My sister #badselfie pic.twitter.com/I9KubHlfPi";;;#badselfie;"611632139306569728";https://twitter.com/WilbornIsaac/status/611632139306569728;https://pbs.twimg.com/media/CHz0MAyVEAE89Q6.jpg 
HerrFunk;2015-06-18 19:14;0;0;"@cprthorley @QMUL and here is my one #badselfie pic.twitter.com/geDlLpZik9";;@cprthorley @QMUL;#badselfie;"611529824339918848";https://twitter.com/HerrFunk/status/611529824339918848;https://pbs.twimg.com/media/CHyXILRWsAECnAZ.jpg 
stallard_ed;2015-06-17 21:28;0;0;"#EngVsNZ #badselfie pic.twitter.com/xkAkudhdp8";West Bridgford, England;;#EngVsNZ #badselfie;"611201380917841920";https://twitter.com/stallard_ed/status/611201380917841920;https://pbs.twimg.com/media/CHtsampWgAEfzcu.jpg 
GordonBombay01;2015-06-15 05:06;0;4;"Representing the @Mark25Price jersey for good luck tonight #BridgewaterPlace #BadSelfie pic.twitter.com/VmvmvuG9lT";;@Mark25Price;#BridgewaterPlace #BadSelfie;"610229325661642753";https://twitter.com/GordonBombay01/status/610229325661642753;https://pbs.twimg.com/media/CHf4VEGUwAAD4Py.jpg 
chris_leversha;2015-06-12 16:17;0;0;"Chuffed! #graduation #badselfie pic.twitter.com/SQlgk7yYPD";;;#graduation #badselfie;"609310986319867904";https://twitter.com/chris_leversha/status/609310986319867904;https://pbs.twimg.com/media/CHS1GvTWwAA7_A6.jpg 
AutieACN;2015-06-10 21:32;0;0;"#Ash n I wanted 2 say morning y'all n how's it kickin? Don't mind the sleep look n the hair! #BadSelfie #JustWokeUp pic.twitter.com/igmt32PO9H";Hutchinson, KS;;#Ash #BadSelfie #JustWokeUp;"608665430727778304";https://twitter.com/AutieACN/status/608665430727778304;https://pbs.twimg.com/media/CHJp-Z8U0AA2U8Y.jpg 
fosteryourstyle;2015-06-10 09:14;0;2;"Because I need to update my Twitter, I updated myself. #badselfie pic.twitter.com/8KktnjNlk1";;;#badselfie;"608479771727642624";https://twitter.com/fosteryourstyle/status/608479771727642624;https://pbs.twimg.com/media/CHHBH5dXIAAvPkm.jpg 
ichooseukrawciw;2015-06-10 08:02;0;3;"The view from Glacier Point. #Yosemite #badselfie pic.twitter.com/tO5DXHs6Ia";;;#Yosemite #badselfie;"608461679312125954";https://twitter.com/ichooseukrawciw/status/608461679312125954;https://pbs.twimg.com/media/CHGwpLBWMAEsNkw.jpg https://pbs.twimg.com/media/CHGwqM5XIAEdINs.jpg https://pbs.twimg.com/media/CHGwpttWQAAhZbc.jpg https://pbs.twimg.com/media/CHGworkWcAAm0VU.jpg 
WowKala;2015-06-10 04:57;0;0;"She won't look up at the camera! #BadSelfie World of #Warcraft #SelfieScavengerHunt pic.twitter.com/SSt893Otus";;;#BadSelfie #Warcraft #SelfieScavengerHunt;"608415127164088320";https://twitter.com/WowKala/status/608415127164088320;https://pbs.twimg.com/media/CHGGVZ-WwAE-s8j.jpg 
DigitalWheelie;2015-06-08 07:41;0;0;"That's me in the Tee Vee, losing my antenna... #BadSelfie pic.twitter.com/Ly8xS96XXr";;;#BadSelfie;"607731530195009536";https://twitter.com/DigitalWheelie/status/607731530195009536;https://pbs.twimg.com/media/CG8YmMhUYAAD5II.jpg 
eurofitsara;2015-06-06 20:20;0;0;"I feel like Sara from Whoville #DrSuess #MomsAreDorks #BadSelfie #plastisurgerydisaster #helpme pic.twitter.com/5seVULcqPB";;;#DrSuess #MomsAreDorks #BadSelfie #plastisurgerydisaster #helpme;"607197811273129988";https://twitter.com/eurofitsara/status/607197811273129988;https://pbs.twimg.com/media/CG0zMTWVIAEVfXe.jpg 
dshafik;2015-06-06 05:56;0;8;"Look what came today! #pridetocat #githubpride #badselfie /cc @github pic.twitter.com/2WBiqyYa0T";;@github;#pridetocat #githubpride #badselfie;"606980514466168833";https://twitter.com/dshafik/status/606980514466168833;https://pbs.twimg.com/media/CGxtjyzXEAA5JQ9.jpg 
sashypieterse;2015-06-06 02:24;0;1;"#BadSelfie pic.twitter.com/K08yIRCCzg";;;#BadSelfie;"606927009030107136";https://twitter.com/sashypieterse/status/606927009030107136;https://pbs.twimg.com/media/CGw83-fVIAASfmY.jpg 
DigitalWheelie;2015-06-04 01:20;0;1;"Perpetual Reflections of a #BadSelfie pic.twitter.com/JEhnXkY220";;;#BadSelfie;"606186100256702464";https://twitter.com/DigitalWheelie/status/606186100256702464;https://pbs.twimg.com/media/CGma_y5UAAAGi7x.jpg 
AGuyCalledKane;2015-06-03 01:01;0;0;"Husky keeps my hair flat whilst it's drying #badselfie pic.twitter.com/0MJ6z48PbI";;;#badselfie;"605819067614691329";https://twitter.com/AGuyCalledKane/status/605819067614691329;https://pbs.twimg.com/media/CGhNOCNU8AIs3io.jpg 
Ettnollbajen;2015-06-01 23:22;0;3;"Pre badselfie pic.twitter.com/BHNy4vlTFx";;;;"605431817013968897";https://twitter.com/Ettnollbajen/status/605431817013968897;https://pbs.twimg.com/media/CGbtBxTWoAME9YX.jpg 
theannawow;2015-06-01 20:54;0;2;"Vergessen ein #badselfie zu machen #sohot pic.twitter.com/i1au2kFZ3p";;;#badselfie #sohot;"605394570076168192";https://twitter.com/theannawow/status/605394570076168192;https://pbs.twimg.com/media/CGbLFEEWsAES3px.jpg 
KarenSoniq;2015-06-01 12:57;1;0;"#Badselfie -,- pic.twitter.com/wkLK8bgD8O";;;#Badselfie;"605274566819061760";https://twitter.com/KarenSoniq/status/605274566819061760;https://pbs.twimg.com/media/CGZdtkrUcAEBNho.jpg 
JimOHeir;2015-06-01 09:27;215;894;"Hey @JoeyGattoTV . Long day and look like hell but here ya go. lol Hope you had a great weekend. :) #badselfie pic.twitter.com/0uvtM4n2yc";;@JoeyGattoTV;#badselfie;"605221668533866497";https://twitter.com/JimOHeir/status/605221668533866497;https://pbs.twimg.com/media/CGYt5pPUcAAvh7i.jpg 
